dateRef	dateAnlg
20000111	20071224
20000111	19670205
20000111	19490106
20000111	19571227
20000111	19890120
20000111	19731229
20000111	19721222
20000111	19810108
20000111	19810123
20000111	19830111
20000111	20120118
20000111	20120110
20000111	19770105
20000111	19830112
20000111	19921224
20000111	19950108
20000111	19990203
20000111	19780109
20000111	19511222
20000111	19771215
20000112	19901219
20000112	19810129
20000112	19770106
20000112	19670206
20000112	19490107
20000112	19680121
20000112	19531227
20000112	19701219
20000112	19731230
20000112	19830112
20000112	19721223
20000112	19941220
20000112	19810128
20000112	19851213
20000112	19810108
20000112	19810109
20000112	19711226
20000112	20120111
20000112	19521226
20000112	20100127
20000113	19681230
20000113	19830210
20000113	20090105
20000113	20090104
20000113	20110124
20000113	19901219
20000113	19810129
20000113	19970102
20000113	19980126
20000113	19490108
20000113	19711226
20000113	20090103
20000113	19701220
20000113	19911226
20000113	19930208
20000113	19680122
20000113	20130114
20000113	19670106
20000113	19970101
20000113	19770106
20000114	20110123
20000114	20120213
20000114	20110124
20000114	19970102
20000114	19711227
20000114	20061218
20000114	19680121
20000114	19980126
20000114	19901219
20000114	19970101
20000114	19681231
20000114	19681230
20000114	20010117
20000114	19590129
20000114	20010116
20000114	20120212
20000114	19810129
20000114	19570114
20000114	20150206
20000114	20060126
20000115	19920127
20000115	19590129
20000115	19921227
20000115	19570115
20000115	19791220
20000115	19970127
20000115	19570116
20000115	19930207
20000115	19680121
20000115	20010115
20000115	20110124
20000115	19901216
20000115	19920126
20000115	20150206
20000115	19780113
20000115	19750204
20000115	19680122
20000115	19681231
20000115	19920128
20000115	19570117
20000116	19710204
20000116	19680122
20000116	19770107
20000116	19930208
20000116	19970128
20000116	20150207
20000116	19650210
20000116	19970127
20000116	19680123
20000116	19810111
20000116	19770106
20000116	19640124
20000116	19530118
20000116	20050131
20000116	19680202
20000116	19640123
20000116	20150206
20000116	19710205
20000116	19670109
20000116	19650206
20000117	19830119
20000117	19640124
20000117	19770108
20000117	19650210
20000117	19600210
20000117	20011222
20000117	20050131
20000117	20050122
20000117	20110101
20000117	20110102
20000117	19830118
20000117	20150207
20000117	19830202
20000117	19751225
20000117	20011223
20000117	19650102
20000117	19761225
20000117	19580117
20000117	19760112
20000117	19761226
20000118	19830119
20000118	20050122
20000118	19861221
20000118	19810105
20000118	19761225
20000118	19611221
20000118	20110102
20000118	19580217
20000118	19701231
20000118	19761226
20000118	19600116
20000118	19550209
20000118	20110101
20000118	20011222
20000118	19990206
20000118	19611220
20000118	19520209
20000118	20090104
20000118	19990207
20000118	20070122
20000119	19830119
20000119	19810105
20000119	19600116
20000119	20090104
20000119	19810106
20000119	20090105
20000119	20050122
20000119	19761225
20000119	20011220
20000119	19540109
20000119	19761226
20000119	20150207
20000119	19580218
20000119	19540108
20000119	20070122
20000119	20050123
20000119	20110102
20000119	19650203
20000119	19680123
20000119	19861221
20000120	19911224
20000120	20150207
20000120	19920116
20000120	19830119
20000120	19670208
20000120	19570111
20000120	20070122
20000120	20050219
20000120	19760124
20000120	19810106
20000120	20070127
20000120	19761226
20000120	19770107
20000120	19810105
20000120	19680123
20000120	19830203
20000120	19640205
20000120	20070123
20000120	19650201
20000120	19930219
20000121	19830119
20000121	19810105
20000121	19911224
20000121	19570111
20000121	19770108
20000121	19600116
20000121	19580219
20000121	19580218
20000121	19810106
20000121	19920116
20000121	20070122
20000121	19760124
20000121	19930220
20000121	20040208
20000121	19761226
20000121	20070123
20000121	20070203
20000121	20070121
20000121	19920115
20000121	20050122
20000122	19810105
20000122	19760124
20000122	20070122
20000122	20110124
20000122	20050219
20000122	20090104
20000122	20050218
20000122	20070121
20000122	19810106
20000122	20070123
20000122	19580219
20000122	19940115
20000122	19770109
20000122	20040208
20000122	20030129
20000122	19830119
20000122	19490108
20000122	19600117
20000122	19930220
20000122	19570111
20000123	20050219
20000123	20070123
20000123	20110125
20000123	19760125
20000123	20130207
20000123	19530106
20000123	20110124
20000123	19670208
20000123	19940116
20000123	19570113
20000123	20110126
20000123	20050220
20000123	19930221
20000123	20040216
20000123	20040215
20000123	20150204
20000123	20120214
20000123	19970104
20000123	20130206
20000123	19780112
20000124	20150205
20000124	19930222
20000124	19570113
20000124	19830212
20000124	20110126
20000124	19590129
20000124	19530106
20000124	19530204
20000124	19700216
20000124	19630113
20000124	19691226
20000124	19810110
20000124	20150206
20000124	19540203
20000124	20130207
20000124	19830211
20000124	19531230
20000124	19810107
20000124	19501229
20000124	19980124
20000125	19540204
20000125	19680122
20000125	19980125
20000125	19540105
20000125	19680124
20000125	19570117
20000125	20150206
20000125	19780115
20000125	20070203
20000125	20080129
20000125	20110127
20000125	19540106
20000125	20070202
20000125	19830212
20000125	19691226
20000125	19970201
20000125	19670109
20000125	19530204
20000125	19540203
20000125	19590129
20000126	19680122
20000126	19540106
20000126	20070203
20000126	19930217
20000126	20080129
20000126	19810209
20000126	19530120
20000126	19670206
20000126	19930218
20000126	20010215
20000126	19810111
20000126	19930208
20000126	20010221
20000126	19530119
20000126	19530121
20000126	19680123
20000126	19980125
20000126	19770108
20000126	19540205
20000126	19960216
20000127	19490224
20000127	19780102
20000127	19490225
20000127	19751228
20000127	19930217
20000127	20020217
20000127	19930218
20000127	20010215
20000127	20120224
20000127	19571228
20000127	19960216
20000127	19780103
20000127	19810209
20000127	19490226
20000127	20080129
20000127	19530122
20000127	19930219
20000127	19930220
20000127	19530121
20000127	20040205
20000128	20070113
20000128	19790109
20000128	19730206
20000128	20050111
20000128	19950222
20000128	20070114
20000128	20070111
20000128	19751229
20000128	20070115
20000128	19620120
20000128	19700208
20000128	20040205
20000128	20150220
20000128	19830127
20000128	19950220
20000128	20070112
20000128	19940125
20000128	19830108
20000128	20050101
20000128	20080126
20000129	19950217
20000129	19840115
20000129	19610130
20000129	20050108
20000129	20150113
20000129	19750123
20000129	19840103
20000129	20070111
20000129	19860123
20000129	19970225
20000129	19540115
20000129	19930121
20000129	20070118
20000129	19610131
20000129	19880102
20000129	19540114
20000129	19970226
20000129	20080226
20000129	19760120
20000129	20120104
20000130	19970226
20000130	19930122
20000130	19900208
20000130	19970212
20000130	20030116
20000130	20050108
20000130	20070104
20000130	20080222
20000130	19640131
20000130	20070102
20000130	19750124
20000130	19540116
20000130	20080225
20000130	19610131
20000130	20070118
20000130	19930121
20000130	20110205
20000130	20020212
20000130	19610130
20000130	19890205
20000131	20030116
20000131	19970226
20000131	19900209
20000131	19930122
20000131	19890207
20000131	19530221
20000131	19930114
20000131	19920104
20000131	20070116
20000131	19970212
20000131	20070102
20000131	20020129
20000131	19900118
20000131	20080225
20000131	20110205
20000131	20080227
20000131	19900208
20000131	19930123
20000131	20050109
20000131	20050110
20000201	20050111
20000201	20120223
20000201	20080228
20000201	19890207
20000201	20110206
20000201	19900209
20000201	19930118
20000201	19490216
20000201	19900118
20000201	20070106
20000201	20080227
20000201	20120224
20000201	19970206
20000201	19980220
20000201	19820303
20000201	20030116
20000201	19980221
20000201	19900210
20000201	20080226
20000201	19830126
20000202	19590220
20000202	19780103
20000202	20120224
20000202	20080228
20000202	19930118
20000202	19540117
20000202	19570109
20000202	19810125
20000202	20040207
20000202	19980222
20000202	19930204
20000202	19770304
20000202	19920203
20000202	20080227
20000202	20120225
20000202	19750105
20000202	19950206
20000202	20080126
20000202	20120223
20000202	19890106
20000203	20080126
20000203	19810131
20000203	20080228
20000203	19920112
20000203	19590223
20000203	19930118
20000203	20040209
20000203	19920205
20000203	20130104
20000203	20070128
20000203	20120226
20000203	19980223
20000203	20030113
20000203	19920111
20000203	20070130
20000203	19830120
20000203	19930205
20000203	19530222
20000203	19810201
20000203	20020111
20000204	20030114
20000204	19900224
20000204	19590224
20000204	19810131
20000204	20030116
20000204	19900223
20000204	19970303
20000204	20030113
20000204	20030115
20000204	19970227
20000204	19950202
20000204	20070131
20000204	19970209
20000204	20080224
20000204	19920303
20000204	20050106
20000204	20110207
20000204	19890202
20000204	19590227
20000204	19930118
20000205	19570107
20000205	20030114
20000205	19970209
20000205	19590225
20000205	19900224
20000205	20070131
20000205	19930117
20000205	20050106
20000205	20080224
20000205	20080220
20000205	19900223
20000205	19890113
20000205	19670304
20000205	20030113
20000205	19970305
20000205	19920229
20000205	20110205
20000205	20070106
20000205	19970210
20000205	19970227
20000206	20080224
20000206	19590225
20000206	20030114
20000206	20050107
20000206	19900224
20000206	19970210
20000206	20110204
20000206	20150108
20000206	19670304
20000206	19590226
20000206	19560229
20000206	19670305
20000206	20030115
20000206	20070107
20000206	19930117
20000206	19540113
20000206	19610128
20000206	19900223
20000206	19570127
20000206	19480203
20000207	20110204
20000207	19970211
20000207	19900225
20000207	19900224
20000207	19970210
20000207	20030114
20000207	20080225
20000207	20080224
20000207	20030116
20000207	19610129
20000207	19560301
20000207	20030115
20000207	20110205
20000207	19750124
20000207	19920213
20000207	19670303
20000207	20070110
20000207	19860304
20000207	19930116
20000207	19670304
20000208	19900225
20000208	19560301
20000208	19970211
20000208	19970212
20000208	20110204
20000208	19900208
20000208	19750124
20000208	20030116
20000208	19860304
20000208	20070110
20000208	19970226
20000208	19970210
20000208	19540113
20000208	19920213
20000208	19890205
20000208	20080225
20000208	19950217
20000208	19620112
20000208	20110205
20000208	19750125
20000209	19560301
20000209	20110204
20000209	20110205
20000209	19970211
20000209	19920213
20000209	19900225
20000209	19970227
20000209	19860304
20000209	20030116
20000209	20080223
20000209	19860118
20000209	20030114
20000209	20080225
20000209	19890206
20000209	19810205
20000209	19670304
20000209	19970212
20000209	19890205
20000209	19670303
20000209	19920214
20000210	20080221
20000210	20110203
20000210	19970211
20000210	19810206
20000210	19760119
20000210	20110204
20000210	19890219
20000210	19970302
20000210	19940309
20000210	19890206
20000210	19560301
20000210	20080222
20000210	19950220
20000210	19640129
20000210	19860304
20000210	19900225
20000210	19890205
20000210	19930117
20000210	19540113
20000210	20110202
20000211	20080125
20000211	19640129
20000211	20150308
20000211	19890206
20000211	19940310
20000211	20080124
20000211	19890205
20000211	19890203
20000211	19970302
20000211	19940122
20000211	19890204
20000211	19810207
20000211	19790305
20000211	19890220
20000211	20110202
20000211	20110203
20000211	19560301
20000211	20150219
20000211	19950220
20000211	19760119
20000212	20150219
20000212	19940311
20000212	19950222
20000212	19890204
20000212	19620204
20000212	19650114
20000212	20080125
20000212	19920222
20000212	19890220
20000212	19980221
20000212	20080229
20000212	19940122
20000212	19870205
20000212	19940312
20000212	19950220
20000212	19790305
20000212	19920209
20000212	19890207
20000212	19490222
20000212	19740124
20000213	19670312
20000213	19670313
20000213	19610228
20000213	19920223
20000213	20070114
20000213	19620205
20000213	19770304
20000213	19890220
20000213	20070115
20000213	19950217
20000213	19810207
20000213	19620120
20000213	20110201
20000213	19950223
20000213	19820129
20000213	20070116
20000213	19840116
20000213	19890221
20000213	19620119
20000213	19650115
20000214	19890221
20000214	19900116
20000214	20110202
20000214	20150127
20000214	19940310
20000214	19620120
20000214	19920225
20000214	19920223
20000214	19950227
20000214	19730211
20000214	19700316
20000214	19790307
20000214	20070316
20000214	20120120
20000214	20020116
20000214	19670314
20000214	19860120
20000214	19950221
20000214	19730220
20000214	19490222
20000215	20150128
20000215	19950222
20000215	19890222
20000215	20150219
20000215	19860121
20000215	20120120
20000215	19950221
20000215	20030201
20000215	19950302
20000215	19700317
20000215	19900116
20000215	20030202
20000215	20130204
20000215	20090303
20000215	19790307
20000215	20090302
20000215	19780315
20000215	19940311
20000215	19960223
20000215	19890221
20000216	19780125
20000216	19780316
20000216	19950303
20000216	19950223
20000216	20010312
20000216	20010313
20000216	19840117
20000216	19750118
20000216	19510118
20000216	19730127
20000216	19700217
20000216	19700209
20000216	19990126
20000216	19940125
20000216	19730224
20000216	19770304
20000216	19670312
20000216	19950217
20000216	19880206
20000216	19610202
20000217	19780125
20000217	19730225
20000217	19950304
20000217	19950303
20000217	19610202
20000217	19990223
20000217	19610203
20000217	19730127
20000217	19820130
20000217	20140228
20000217	19990126
20000217	19750118
20000217	19980307
20000217	19800204
20000217	20010312
20000217	19990127
20000217	19840118
20000217	19700217
20000217	19780316
20000217	19550208
20000218	19820130
20000218	20090210
20000218	19730226
20000218	20120122
20000218	19550208
20000218	19610203
20000218	19980307
20000218	19700217
20000218	19950303
20000218	19780125
20000218	20090211
20000218	20010313
20000218	19950304
20000218	20090226
20000218	19880206
20000218	19730127
20000218	19610202
20000218	19610204
20000218	19730225
20000218	19800204
20000219	19750315
20000219	19820131
20000219	19560307
20000219	19960203
20000219	19780317
20000219	19540121
20000219	19820130
20000219	19780125
20000219	19700217
20000219	19710311
20000219	19750310
20000219	19960202
20000219	20090314
20000219	19490318
20000219	19930127
20000219	19850317
20000219	19510120
20000219	19560306
20000219	20060209
20000219	19730226
20000220	19490319
20000220	19960203
20000220	19590128
20000220	20040211
20000220	20040215
20000220	19910129
20000220	20150321
20000220	19770321
20000220	20060210
20000220	20070201
20000220	19820131
20000220	19910128
20000220	19590206
20000220	19820305
20000220	19710311
20000220	19590131
20000220	19960204
20000220	19630224
20000220	19880219
20000220	20060221
20000221	19910129
20000221	20040304
20000221	19590129
20000221	20040212
20000221	20040211
20000221	19590128
20000221	19620126
20000221	20090315
20000221	20060211
20000221	20110319
20000221	20090216
20000221	20070201
20000221	20040303
20000221	19480209
20000221	19730301
20000221	19810130
20000221	19620221
20000221	19590127
20000221	20010214
20000221	19720226
20000222	19730301
20000222	19820201
20000222	19610217
20000222	19850220
20000222	19730302
20000222	19730228
20000222	19850224
20000222	20120315
20000222	19850221
20000222	19850219
20000222	20040304
20000222	19590129
20000222	20110320
20000222	19990123
20000222	20090315
20000222	19540126
20000222	20040305
20000222	20120314
20000222	19920306
20000222	19730305
20000223	19730304
20000223	19730303
20000223	19730302
20000223	19850223
20000223	19820206
20000223	19480315
20000223	19820308
20000223	19510201
20000223	19710212
20000223	19820309
20000223	19490213
20000223	19740228
20000223	20120315
20000223	19480211
20000223	20120306
20000223	20070311
20000223	19490222
20000223	20120308
20000223	19860126
20000223	19820306
20000224	19490222
20000224	20070312
20000224	19490213
20000224	19730305
20000224	19490220
20000224	19850223
20000224	19920222
20000224	19710212
20000224	19790228
20000224	19730304
20000224	19490221
20000224	19930322
20000224	20120308
20000224	19940311
20000224	19930323
20000224	19480309
20000224	20070309
20000224	19490208
20000224	20040317
20000224	20110202
20000225	20040317
20000225	19730301
20000225	19490222
20000225	20040318
20000225	19930323
20000225	19480309
20000225	20040319
20000225	20120228
20000225	19970203
20000225	20120320
20000225	20070313
20000225	20120319
20000225	20110320
20000225	19920224
20000225	19830316
20000225	20120227
20000225	19730302
20000225	19920225
20000225	19730305
20000225	19680129
20000226	20120315
20000226	19610217
20000226	19920225
20000226	19490207
20000226	19490222
20000226	19730304
20000226	19730302
20000226	19730301
20000226	19680327
20000226	20120320
20000226	20040319
20000226	19730303
20000226	19490219
20000226	19590228
20000226	20110320
20000226	20040318
20000226	20020327
20000226	19820206
20000226	19900314
20000226	20040317
20000227	19890219
20000227	19710212
20000227	19820213
20000227	19970301
20000227	19940308
20000227	19480320
20000227	19970326
20000227	19970221
20000227	19490209
20000227	19490208
20000227	19680327
20000227	19480203
20000227	19670306
20000227	19670305
20000227	19980326
20000227	19950220
20000227	19750307
20000227	19490219
20000227	19940323
20000227	19820212
20000228	19970302
20000228	19890206
20000228	19480203
20000228	19950220
20000228	20140321
20000228	19670311
20000228	19940323
20000228	19950216
20000228	19890204
20000228	19970221
20000228	19970301
20000228	19900208
20000228	19890219
20000228	19890205
20000228	19610129
20000228	19610130
20000228	19980221
20000228	19950217
20000228	19900322
20000228	19940313
20000229	20120317
20000229	20080229
20000229	19680321
20000229	19680131
20000229	20080226
20000229	20080227
20000229	19880205
20000229	19760329
20000229	19680201
20000229	20040205
20000229	20080202
20000229	20080203
20000229	19680320
20000229	19920312
20000229	20040204
20000229	19680322
20000229	20120316
20000229	19680324
20000229	20040321
20000229	20080228
20000301	19870329
20000301	20020219
20000301	20020218
20000301	19530331
20000301	19950325
20000301	19920322
20000301	19510324
20000301	19950319
20000301	20020220
20000301	19990217
20000301	19980304
20000301	19490227
20000301	19760330
20000301	19870328
20000301	19830201
20000301	19830326
20000301	19830324
20000301	19670312
20000301	19510323
20000301	20090327
20000302	19610329
20000302	19940317
20000302	19940318
20000302	19610331
20000302	20020219
20000302	19940316
20000302	19610330
20000302	19530331
20000302	19950325
20000302	19610401
20000302	19670312
20000302	20150401
20000302	19610328
20000302	19760331
20000302	19560304
20000302	20090326
20000302	19980305
20000302	19980304
20000302	19950222
20000302	19530330
20000303	19980304
20000303	19940317
20000303	19950325
20000303	19510323
20000303	19940318
20000303	19950319
20000303	19920203
20000303	19610330
20000303	19950326
20000303	19610331
20000303	19980305
20000303	19580216
20000303	19660328
20000303	19730402
20000303	19610401
20000303	19990208
20000303	19560304
20000303	19610329
20000303	19770402
20000303	20150401
20000304	20120329
20000304	19950325
20000304	20120224
20000304	19920203
20000304	19940317
20000304	19970403
20000304	20120225
20000304	19920204
20000304	19560305
20000304	19610331
20000304	19580219
20000304	19950402
20000304	19610330
20000304	19610328
20000304	20150401
20000304	20120328
20000304	19730403
20000304	20110328
20000304	20120330
20000304	19490316
20000305	19670317
20000305	20080228
20000305	19480309
20000305	19950401
20000305	19720402
20000305	19730321
20000305	19710324
20000305	19870204
20000305	19920206
20000305	20120224
20000305	19830315
20000305	19870203
20000305	19500218
20000305	19500217
20000305	19610310
20000305	19950324
20000305	19730404
20000305	19980222
20000305	19950323
20000305	19950402
20000306	19950402
20000306	19500218
20000306	19950405
20000306	19610311
20000306	19980222
20000306	19610211
20000306	20110207
20000306	19500217
20000306	20150303
20000306	19610312
20000306	20080224
20000306	19980221
20000306	19970207
20000306	19950204
20000306	19950403
20000306	19950401
20000306	19900309
20000306	19490217
20000306	19670317
20000306	20020208
20000307	19610312
20000307	19950403
20000307	19950404
20000307	19900309
20000307	19950402
20000307	19980305
20000307	19990406
20000307	19870206
20000307	19830306
20000307	19670313
20000307	19610331
20000307	19900310
20000307	19670312
20000307	19560305
20000307	20100321
20000307	19920315
20000307	20100320
20000307	19980306
20000307	19610330
20000307	19980223
20000308	19950403
20000308	19980305
20000308	19950404
20000308	19610312
20000308	19830306
20000308	19950402
20000308	19770305
20000308	19980306
20000308	19990407
20000308	19830309
20000308	19900309
20000308	19610329
20000308	19900310
20000308	19830307
20000308	20100321
20000308	19870206
20000308	19990406
20000308	19670313
20000308	19940325
20000308	19560305
20000309	19560305
20000309	19900312
20000309	19560306
20000309	19980305
20000309	19950407
20000309	19970404
20000309	20140315
20000309	19770305
20000309	19950320
20000309	19560403
20000309	19970315
20000309	20120225
20000309	20040208
20000309	19830307
20000309	19830309
20000309	19590221
20000309	19900302
20000309	19830306
20000309	19990407
20000309	20080304
20000310	19480311
20000310	19500308
20000310	19710311
20000310	19590222
20000310	20120313
20000310	20140314
20000310	19560306
20000310	20010215
20000310	19500307
20000310	19920215
20000310	20140318
20000310	19710312
20000310	19730210
20000310	19830306
20000310	20080228
20000310	19610317
20000310	19900312
20000310	20080305
20000310	19920217
20000310	19620218
20000311	19920215
20000311	19980216
20000311	19920216
20000311	20090321
20000311	20120317
20000311	19700320
20000311	19830306
20000311	20010215
20000311	19670313
20000311	20120313
20000311	20150321
20000311	19740409
20000311	19710311
20000311	19690402
20000311	20040306
20000311	20150409
20000311	19830410
20000311	19530303
20000311	19540324
20000311	19480311
20000312	20010215
20000312	19810406
20000312	19820326
20000312	19830319
20000312	19900326
20000312	20010214
20000312	19710312
20000312	19760408
20000312	19800410
20000312	19830318
20000312	20050403
20000312	20020216
20000312	19790227
20000312	20150409
20000312	20150321
20000312	20150408
20000312	19670314
20000312	19800409
20000312	19720320
20000312	19760402
20000313	19670315
20000313	20050405
20000313	19990215
20000313	19950401
20000313	19660320
20000313	19990214
20000313	19540412
20000313	19800229
20000313	19720321
20000313	20120217
20000313	19760329
20000313	19480312
20000313	19620409
20000313	20020217
20000313	20120218
20000313	20050404
20000313	20110321
20000313	20070316
20000313	19590219
20000313	19970410
20000314	20140413
20000314	19830305
20000314	19670315
20000314	20020218
20000314	19830306
20000314	20030402
20000314	19480310
20000314	20120219
20000314	19930324
20000314	19990215
20000314	19930323
20000314	19660321
20000314	19970410
20000314	19620409
20000314	20090225
20000314	19540413
20000314	19550413
20000314	19980318
20000314	19490315
20000314	19780411
20000315	20140414
20000315	19930324
20000315	19660315
20000315	19980314
20000315	20120312
20000315	20120311
20000315	19690402
20000315	19550413
20000315	19730307
20000315	20090226
20000315	20050409
20000315	19980216
20000315	19490315
20000315	19690414
20000315	19670313
20000315	19540414
20000315	19730220
20000315	19930217
20000315	20030403
20000315	19840305
20000316	19980314
20000316	20040412
20000316	19900326
20000316	20150407
20000316	19660315
20000316	19810405
20000316	20140415
20000316	20150321
20000316	19490319
20000316	19800409
20000316	20090315
20000316	19640407
20000316	19730415
20000316	20010214
20000316	19810404
20000316	19660314
20000316	19710410
20000316	19710311
20000316	19540415
20000316	19730307
20000317	19980315
20000317	19980314
20000317	19540415
20000317	19880217
20000317	20150407
20000317	20040412
20000317	19490319
20000317	19930222
20000317	19800409
20000317	19980321
20000317	19730228
20000317	19810405
20000317	20090315
20000317	20030313
20000317	19660315
20000317	19980320
20000317	19580411
20000317	20040218
20000317	19760415
20000317	19880308
20000318	19980315
20000318	19980316
20000318	19530312
20000318	19550412
20000318	19880308
20000318	19760415
20000318	19540416
20000318	19950412
20000318	19870413
20000318	19800225
20000318	19730415
20000318	19980321
20000318	19830413
20000318	20040412
20000318	19530311
20000318	19730228
20000318	19790225
20000318	19850221
20000318	19880217
20000318	20090217
20000319	19830414
20000319	20110321
20000319	19790226
20000319	19980317
20000319	20120311
20000319	19550412
20000319	19840305
20000319	19900329
20000319	19800409
20000319	19870314
20000319	19830415
20000319	20110320
20000319	19870415
20000319	19490323
20000319	19840409
20000319	19930225
20000319	19730306
20000319	19950412
20000319	19700228
20000319	19510303
20000320	19790226
20000320	20100415
20000320	20110304
20000320	20100416
20000320	19900330
20000320	19700301
20000320	19660321
20000320	19720322
20000320	19510304
20000320	19760330
20000320	19490323
20000320	19760331
20000320	19870315
20000320	19550314
20000320	19660320
20000320	19670416
20000320	20110321
20000320	19490324
20000320	19760329
20000320	19560402
20000321	20100415
20000321	20100416
20000321	19720313
20000321	19870315
20000321	19870316
20000321	19510329
20000321	20110304
20000321	19720322
20000321	20100414
20000321	19560402
20000321	20100312
20000321	19930305
20000321	19760330
20000321	19550314
20000321	19760331
20000321	19670416
20000321	19510304
20000321	20090225
20000321	19800410
20000321	19700301
20000322	19760331
20000322	19680329
20000322	19710412
20000322	19720313
20000322	20100416
20000322	19530408
20000322	20090226
20000322	19670416
20000322	19870416
20000322	19530409
20000322	19760401
20000322	20100312
20000322	20100418
20000322	19710420
20000322	20100415
20000322	19720322
20000322	19560402
20000322	20110311
20000322	19670331
20000322	19980307
20000323	19930419
20000323	19870417
20000323	19530409
20000323	19530408
20000323	20040330
20000323	19980306
20000323	19890326
20000323	19710412
20000323	20100322
20000323	19760401
20000323	19710313
20000323	19710314
20000323	20090227
20000323	19740409
20000323	19710413
20000323	19830409
20000323	19860414
20000323	19680419
20000323	19760331
20000323	20060401
20000324	20070421
20000324	19930420
20000324	19750414
20000324	19890326
20000324	19930419
20000324	19910316
20000324	19650407
20000324	19530409
20000324	19870408
20000324	19810325
20000324	19780331
20000324	19530410
20000324	19570322
20000324	20060419
20000324	19610412
20000324	19650406
20000324	19680419
20000324	20070420
20000324	20100322
20000324	19500406
20000325	20070421
20000325	19650407
20000325	19780401
20000325	19720331
20000325	19720415
20000325	20080424
20000325	20010408
20000325	19650406
20000325	19940424
20000325	19960423
20000325	19550423
20000325	19680422
20000325	20050419
20000325	19830315
20000325	19550422
20000325	19660303
20000325	20100424
20000325	19890327
20000325	20090401
20000325	20060310
20000326	20050420
20000326	19560330
20000326	20100425
20000326	19880424
20000326	19720415
20000326	19720416
20000326	19840424
20000326	20050419
20000326	19560417
20000326	19570401
20000326	19960423
20000326	19720331
20000326	20060310
20000326	19720417
20000326	19560416
20000326	19920408
20000326	20100404
20000326	19960424
20000326	19810316
20000326	20150417
20000327	19560417
20000327	19560418
20000327	19840425
20000327	19840424
20000327	20140422
20000327	19810402
20000327	19610426
20000327	19570402
20000327	19690419
20000327	19760420
20000327	19750320
20000327	19720417
20000327	19560330
20000327	19620424
20000327	19720416
20000327	19880425
20000327	19690418
20000327	20060311
20000327	19880426
20000327	20150404
20000328	19560419
20000328	19620414
20000328	19520427
20000328	19880427
20000328	19530420
20000328	19810402
20000328	19560418
20000328	20050424
20000328	19840425
20000328	19590316
20000328	19560417
20000328	19690326
20000328	19560331
20000328	19740405
20000328	19740424
20000328	19740404
20000328	20110427
20000328	19740331
20000328	20050423
20000328	19840418
20000329	19740405
20000329	19880405
20000329	19880404
20000329	19560419
20000329	19690326
20000329	19530421
20000329	19940417
